"コード","銘柄名","市場","現在値","前日比(%)","株価騰落【率】(%)","日中売買代金(千円)","株価移動平均線乖離率(%)","株価移動平均線乖離率(%)","年初来安値からの上昇率(%)","出来高増加率(倍)","過去60日ボラティリティ(%)","ボリンジャーバンド","RSI(%)"
"162A","ＡＩセレクトメガトレンドＥＴＮ","東ETF","13775.0","+70.0(+0.51%)","0.51","18,044","-0.85","2.02","69.27","5.46","27.95","0.56","54.01"
"1630","ＮＦ小売ＴＰＸ１７","東ETF","36790.0","-320.0(-0.86%)","-0.86","5,336","-1.31","-1.43","37.12","0.35","18.80","-1.37","48.02"
"1631","ＮＦ銀行ＴＰＸ１７","東ETF","31380.0","+130.0(+0.42%)","0.42","58,469","-0.65","3.63","112.46","0.58","24.52","0.64","60.01"
"1632","ＮＦ金融（除く銀行）ＴＰＸ１７","東ETF","34530.0","+10.0(+0.03%)","0.03","15,261","-1.19","-1.43","62.27","0.39","19.19","-0.54","38.29"
"1633","ＮＦ不動産ＴＰＸ１７","東ETF","53590.0","-310.0(-0.58%)","-0.58","9,138","-0.99","-0.98","45.86","0.44","21.46","-0.48","46.06"
"163A","半導体フォーカス日本株ＥＴＮ","東ETF","14550.0","+380.0(+2.68%)","2.68","17,816","1.00","9.88","148.93","0.36","35.41","1.43","70.63"
"1651","ｉＦ　ＴＯＰＩＸ高配当４０","東ETF","2780.0","+0.0(+0.00%)","0.00","150,053","-1.28","1.05","64.40","1.25","16.53","0.31","58.33"
"1653","ｉＦ　ＭＳＣＩＥＳＧセレクト","東ETF","4607.0","-3.0(-0.07%)","-0.07","5,381","-1.12","-0.16","59.52","0.34","17.30","-0.08","47.91"
"1654","ｉＦ　ＦＴＳＥＪＰＸブロッサム","東ETF","2896.0","-0.5(-0.02%)","-0.02","29","-1.52","-0.38","55.07","0.04","12.41","-0.18","42.74"
"1655","ｉＳ　Ｓ＆Ｐ５００米国株","東ETF","778.5","+8.4(+1.09%)","1.09","887,818","-0.52","-0.73","54.04","0.24","16.64","-0.75","46.93"
"1656","ｉＳコア米国債７―１０年","東ETF","309.9","-0.1(-0.03%)","-0.03","26,797","-1.38","-2.21","13.02","0.30","8.16","-2.96","31.92"
"1657","ｉＳコアＭＳＣＩ先進国株","東ETF","6554.0","+63.0(+0.97%)","0.97","14,547","-0.46","-0.20","52.42","0.17","14.78","-0.19","49.10"
"1658","ｉＳコアＭＳＣＩ新興国株","東ETF","3863.0","+43.0(+1.13%)","1.13","17,170","0.05","3.14","65.23","0.40","18.44","1.06","63.87"
"1659","ｉＳ米国リート","東ETF","3362.0","-4.0(-0.12%)","-0.12","19,482","-2.06","-1.09","26.77","0.37","10.76","-0.57","48.76"
"1660","ＭＸＳ高利回りＪリート","東ETF","11545.0","-145.0(-1.24%)","-1.24","182,245","-1.19","-2.95","22.94","4.06","10.26","-2.87","18.29"
"1662","石油資源開発","東P","1902","+12.0(+0.63%)","0.63","3,004,002","0.70","9.76","112.99","0.64","48.73","0.91","64.43"
"1663","Ｋ＆Ｏエナジーグループ","東P","4165","-55.0(-1.30%)","-1.30","286,643","-1.33","5.76","77.61","0.35","39.34","1.03","65.58"
"166A","タスキＨＬＤＧ","東G","871","-10.0(-1.14%)","-1.14","211,182","-1.25","5.08","60.41","0.74","38.36","0.91","67.72"
"1671","ＷＴＩ原油価格連動型上場投信","東ETF","3086.0","-66.0(-2.09%)","-2.09","296,588","-1.78","1.31","26.32","0.76","23.02","0.46","64.77"
"1672","ＷＴ　金","東ETF","72800.0","+0.0(+0.00%)","0.00","130,648","0.53","8.50","87.73","0.64","22.31","1.81","82.96"
"1673","ＷＴ　銀","東ETF","16395.0","+330.0(+2.05%)","2.05","2,942,115","10.55","36.01","343.59","1.22","53.11","2.32","88.18"
"1674","ＷＴ　白金","東ETF","37700.0","-2,320.0(-5.80%)","-5.80","999,366","0.54","12.94","213.77","1.39","53.63","1.52","64.76"
"1675","ＷＴ　パラジウム","東ETF","27725.0","-1,140.0(-3.95%)","-3.95","57,076","0.38","7.24","131.04","0.61","50.65","1.37","63.81"
"1676","ＷＴ　貴金属バスケット","東ETF","60190.0","-1,620.0(-2.62%)","-2.62","89,819","4.65","18.82","150.74","0.40","34.52","2.22","84.36"
"1677","上場インデックスファンド外債","東ETF","59630.0","+20.0(+0.03%)","0.03","9,531","-1.13","-0.93","12.85","0.47","7.31","-1.35","43.25"
"1678","ＮＦインドＮＩＦＴＹ５０","東ETF","336.0","-0.5(-0.15%)","-0.15","345,283","-1.49","-4.72","13.13","0.50","12.41","-2.54","15.60"
"167A","リョーサン菱洋ＨＬＤＧ","東P","3150","+20.0(+0.64%)","0.64","316,684","0.22","1.13","54.79","0.55","19.01","0.66","51.33"
"1680","上場ＭＳＣＩ―ＫＯＫＵＳＡＩ","東ETF","7435.0","+83.0(+1.13%)","1.13","5,176","-0.39","-1.12","54.00","0.15","16.74","-0.99","44.14"
"1681","上場ＭＳＣＩ　エマージング","東ETF","2921.0","+42.0(+1.46%)","1.46","20,307","0.23","1.84","70.12","1.37","19.63","0.71","52.00"
"1684","ＷＴ　ブロード","東ETF","2270.0","+110.0(+5.09%)","5.09","428","5.00","10.16","46.17","0.90","46.89","2.65","69.14"
"1685","ＷＴ　エネルギー","東ETF","546.7","-5.8(-1.05%)","-1.05","1,228","0.03","6.88","17.29","0.14","28.47","1.75","67.66"
"1686","ＷＴ　産業用金属","東ETF","2998.5","-40.5(-1.33%)","-1.33","7,274","0.14","1.61","47.06","0.59","43.67","0.32","49.34"
"1687","ＷＴ　農産物","東ETF","909.9","-4.6(-0.50%)","-0.50","1,657","-1.18","-1.89","8.32","0.18","15.59","-1.98","37.04"
"1688","ＷＴ　穀物","東ETF","505.3","-7.1(-1.39%)","-1.39","2,117","-1.35","-1.84","9.21","0.42","14.25","-2.10","39.81"
"1689","ＷＴ　天然ガス","東ETF","1103.0","-6.0(-0.54%)","-0.54","148,222","3.03","17.35","36.17","0.40","60.96","1.90","73.14"
"168A","イタミアート","東G","1535","-40.0(-2.54%)","-2.54","74,602","-2.65","2.74","94.30","0.20","60.11","0.31","56.80"
"1690","ＷＴ　ＷＴＩ　原油","東ETF","1440.0","-10.5(-0.72%)","-0.72","1,413","-1.45","1.65","22.81","0.44","24.88","0.53","56.14"
"1691","ＷＴ　ガソリン","東ETF","8101.0","-99.0(-1.21%)","-1.21","73","-2.49","0.95","23.04","0.06","23.78","0.29","61.46"
"1692","ＷＴ　アルミニウム","東ETF","644.7","+5.9(+0.92%)","0.92","4,960","-0.36","1.36","50.77","0.22","38.88","0.35","34.80"
"1693","ＷＴ　銅","東ETF","8009.0","+19.0(+0.24%)","0.24","734,932","-0.72","-0.26","50.74","0.51","30.76","-0.06","35.49"
"1694","ＷＴ　ニッケル","東ETF","2500.0","-35.0(-1.38%)","-1.38","4,767","-0.97","5.89","40.45","0.51","36.19","0.74","58.59"
"1695","ＷＴ　小麦","東ETF","2713.0","-53.0(-1.92%)","-1.92","15,674","-0.80","-0.18","5.98","0.68","18.59","-0.17","55.47"
"1696","ＷＴ　とうもろこし","東ETF","2839.0","-7.0(-0.25%)","-0.25","1,317","-0.85","-3.09","11.55","0.40","16.47","-1.53","24.32"
"1697","ＷＴ　大豆","東ETF","4018.0","-36.0(-0.89%)","-0.89","843","-1.88","-1.59","17.62","0.30","18.11","-2.02","40.18"
"1698","上場東証配当フォーカス１００","東ETF","3891.0","+10.0(+0.26%)","0.26","22,991","-0.83","0.45","53.79","0.29","13.35","0.21","57.24"
"1699","ＮＦ原油インデックス連動型上場","東ETF","396.9","-8.0(-1.98%)","-1.98","32,600","-1.73","1.09","22.69","0.62","21.80","0.40","64.78"
"170A","ＳＭＴ日本好配当株アクティブ","東ETF","2684.0","+6.0(+0.22%)","0.22","448","-0.90","0.89","61.30","0.27","18.09","0.29","53.78"
"1711","ＳＤＳＨＬＤＧ","東S","259","+0.0(+0.00%)","0.00","7,041","0.39","4.35","43.89","0.62","48.95","0.98","72.00"
"1716","第一カッター興業","東S","1373","+4.0(+0.29%)","0.29","11,744","-0.78","-1.68","10.73","0.19","17.30","-2.08","31.20"
"1717","明豊ファシリティワークス","東S","1113","-4.0(-0.36%)","-0.36","11,754","-0.04","1.81","37.24","0.46","14.46","1.19","62.12"
"1718","美樹工業","東S","8550","+0.0(+0.00%)","0.00","3,439","-1.52","-1.57","88.33","0.11","20.35","-1.23","50.63"
"1719","安藤・間","東P","2014.5","+2.5(+0.12%)","0.12","693,534","-0.14","2.95","80.19","0.51","19.12","0.91","66.58"
"1720","東急建設","東P","1324","+2.0(+0.15%)","0.15","219,920","-2.06","-1.49","89.68","0.61","25.73","-0.75","45.51"
"1721","コムシスＨＬＤＧ","東P","4903.0","+12.0(+0.25%)","0.25","636,623","-0.63","3.82","72.04","0.25","18.44","0.93","64.82"
"1723","日本電技","東S","10140","+120.0(+1.20%)","1.20","456,153","1.62","16.90","230.83","0.56","42.37","1.55","90.95"
"1724","シンクレイヤ","東S","743","-1.0(-0.13%)","-0.13","816","0.57","3.47","36.83","0.09","15.96","1.64","67.82"
"1726","ビーアールＨＬＤＧ","東P","352","-2.0(-0.56%)","-0.56","23,550","-1.07","-0.10","18.92","0.57","12.05","-0.05","48.57"
"1736","オーテック","東S","2600","-70.0(-2.62%)","-2.62","15,881","-3.14","3.27","125.11","0.90","34.70","0.54","61.21"
"1738","ＮＩＴＴＯＨ","名M","611","+5.0(+0.83%)","0.83","1,051","1.29","3.81","26.76","1.06","15.04","2.13","64.37"
"173A","ハンモック","東G","1546","-55.0(-3.44%)","-3.44","36,807","-0.18","0.81","14.52","0.30","21.43","0.39","51.09"
"1758","太洋基礎工業","東S","2689","-4.0(-0.15%)","-0.15","5,378","-0.32","2.21","78.91","0.53","30.11","0.39","46.67"
"175A","Ｗｉｌｌ　Ｓｍａｒｔ","東G","852","+7.0(+0.83%)","0.83","2,202","-0.02","-0.15","36.10","0.65","31.30","-0.06","33.33"
"1762","高松コンストラクショングループ","東P","3925","-5.0(-0.13%)","-0.13","99,532","-2.61","-3.48","62.66","0.33","30.01","-1.59","34.91"
"1764","工藤建設","東S","2915","+8.0(+0.28%)","0.28","292","-0.08","0.07","16.23","0.17","16.60","0.08","50.74"
"1766","東建コーポレーション","東P","14960","-180.0(-1.19%)","-1.19","157,248","-0.31","0.86","28.74","0.45","14.95","0.97","57.04"
"1768","ソネック","東S","1530","+0.0(+0.00%)","0.00","10,876","-0.71","6.99","89.36","0.61","59.71","1.43","67.71"
"1771","日本乾溜工業","福","950","+0.0(+0.00%)","0.00","470","1.06","1.85","7.71","0.29","11.73","1.48","62.71"
"1773","ワイ・ティー・エル","東P","85","-2.0(-2.30%)","-2.30","855","-2.75","2.91","97.67","1.00","28.15","0.70","65.00"
"1776","三井住建道路","東S","1570","-18.0(-1.13%)","-1.13","9,886","-1.46","-2.66","50.24","0.79","19.41","-1.67","26.14"
"1777","川崎設備工業","名M","2718","-14.0(-0.51%)","-0.51","9,769","0.62","9.97","233.50","0.51","52.81","1.70","84.65"
"177A","コージンバイオ","東G","1327","-25.0(-1.85%)","-1.85","4,456","-2.64","-7.50","0.38","0.43","16.24","-2.17","17.34"
"1780","ヤマウラ","東P","1473","-13.0(-0.87%)","-0.87","53,019","-1.21","-1.56","42.73","0.53","17.10","-1.06","31.13"
"1783","ｆａｎｔａｓｉｓｔａ","東S","66","-1.0(-1.49%)","-1.49","54,873","1.54","6.52","100.00","0.83","62.81","1.43","62.50"
"1786","オリエンタル白石","東P","423","+2.0(+0.48%)","0.48","58,999","-1.35","0.63","30.96","0.41","18.21","0.32","54.72"
"1787","ナカボーテック","東S","5810","-30.0(-0.51%)","-0.51","2,333","0.03","2.69","23.35","0.31","13.04","1.47","69.23"
"178A","ＧＸ　革新的優良企業","東ETF","1522.0","+26.0(+1.74%)","1.74","13,090","0.18","-0.09","80.12","0.18","23.68","-0.07","49.78"
"1793","大本組","東S","1590","-5.0(-0.31%)","-0.31","8,122","-0.38","2.17","45.87","1.13","25.38","0.67","45.24"
"1795","マサル","東S","4690","-70.0(-1.47%)","-1.47","2,373","0.88","4.02","34.00","0.23","32.27","1.92","76.67"
"1798","守谷商会","東S","6820","+50.0(+0.74%)","0.74","5,452","0.95","3.57","119.65","0.35","47.94","0.88","49.59"
"1799","第一建設工業","東S","3845","+0.0(+0.00%)","0.00","50,594","0.18","1.15","83.71","0.66","24.61","0.44","42.86"
"179A","ＧＸ　超長期米国債　有","東ETF","263.1","-1.9(-0.72%)","-0.72","55,456","0.32","0.23","3.14","0.63","7.88","0.47","54.76"
"1801","大成建設","東P","15510.0","+90.0(+0.58%)","0.58","6,224,290","-1.13","-0.39","167.74","0.42","31.07","-0.08","48.10"
"1802","大林組","東P","3574.0","+18.0(+0.51%)","0.51","3,564,259","-0.59","4.14","105.11","0.47","27.02","0.95","68.97"
"1803","清水建設","東P","2729.5","+20.5(+0.76%)","0.76","3,824,501","-1.22","-0.88","133.99","0.69","29.45","-0.30","45.75"
"1807","佐藤渡辺","東S","1930","-5.0(-0.26%)","-0.26","1,355","0.13","1.99","37.86","0.29","12.14","0.90","60.16"
"1808","長谷工コーポレーション","東P","3209.0","+0.0(+0.00%)","0.00","527,997","-0.71","1.08","79.47","0.35","24.98","0.47","61.08"
"180A","ＧＸ　 超長期米国債","東ETF","294.3","-0.3(-0.10%)","-0.10","24,679","-1.08","-1.10","14.74","2.21","9.64","-1.29","48.56"
"1810","松井建設","東S","1534","-16.0(-1.03%)","-1.03","33,300","-2.34","-0.22","97.68","0.68","32.17","-0.07","49.40"
"1811","錢高組","東S","8260","+140.0(+1.72%)","1.72","24,442","-1.29","1.62","160.98","0.65","44.52","0.39","48.85"
"1812","鹿島建設","東P","6455.0","+93.0(+1.46%)","1.46","5,547,142","-0.50","4.13","150.87","0.53","30.58","0.84","61.39"
"1813","不動テトラ","東P","3050","-10.0(-0.33%)","-0.33","84,080","-1.80","6.71","60.86","0.31","38.41","0.91","67.91"
"1814","大末建設","東P","3845","+0.0(+0.00%)","0.00","267,296","-1.54","0.42","144.13","0.62","32.58","0.12","51.59"
"1815","鉄建建設","東P","4985","+50.0(+1.01%)","1.01","411,298","-1.44","4.28","139.09","0.80","26.45","0.69","66.31"
"1820","西松建設","東P","5822.0","-18.0(-0.31%)","-0.31","345,285","-1.59","-0.21","39.28","0.53","18.36","-0.12","49.16"
"1822","大豊建設","東S","794","-4.0(-0.50%)","-0.50","65,621","-1.05","0.34","23.68","0.44","16.53","0.14","49.44"
"1826","佐田建設","東S","1199","-1.0(-0.08%)","-0.08","12,927","-0.71","2.56","30.33","0.66","17.76","0.97","66.23"
"1827","ナカノフドー建設","東S","1116","-12.0(-1.06%)","-1.06","6,720","-2.33","-2.32","93.08","0.16","40.89","-0.92","42.57"
"1828","田辺工業","東S","2729","+1.0(+0.04%)","0.04","10,346","0.12","2.01","58.20","0.86","19.90","0.46","56.44"
"182A","ＭＸＳ米国国債２０年超ヘッジ無","東ETF","507.4","-0.6(-0.12%)","-0.12","66","-1.16","-1.33","15.11","0.17","10.37","-1.53","45.79"
"1832","北海電工","札","1217","+108.0(+9.74%)","9.74","39,021","7.17","11.83","64.91","10.80","28.05","3.75","88.40"
"1833","奥村組","東P","6530","+60.0(+0.93%)","0.93","505,273","-1.00","2.05","74.37","0.53","22.51","0.65","57.55"
"1835","東鉄工業","東P","4705","-15.0(-0.32%)","-0.32","109,846","-1.67","0.50","77.41","0.49","27.77","0.16","53.17"
"183A","ＭＸＳ米国国債２０年超ヘッジ有","東ETF","468.6","+0.7(+0.15%)","0.15","56","0.61","0.35","4.44","0.04","7.84","0.71","55.11"
"1840","土屋ＨＬＤＧ","東S","227","-1.0(-0.44%)","-0.44","3,283","-0.79","1.14","22.70","0.29","27.96","0.52","61.11"
"1844","大盛工業","東S","666","+41.0(+6.56%)","6.56","422,087","4.98","21.27","228.08","2.62","80.60","1.26","69.25"
"1847","イチケン","東S","4920","-25.0(-0.51%)","-0.51","25,616","-1.20","-0.11","104.83","0.41","30.36","-0.05","44.64"
"1848","富士ピー・エス","東S","626","+5.0(+0.81%)","0.81","3,685","-1.79","5.52","63.45","0.38","26.24","0.83","63.53"
"184A","学びエイド","東G","428","+0.0(+0.00%)","0.00","340","-0.05","-0.24","38.06","0.31","29.05","-0.07","47.50"
"1852","淺沼組","東P","1089","-3.0(-0.27%)","-0.27","161,397","-1.16","1.84","75.08","0.43","26.41","0.59","59.26"
"1853","森組","東S","343","-1.0(-0.29%)","-0.29","8,675","-0.46","2.63","22.50","0.46","17.09","0.87","66.67"
"1860","戸田建設","東P","1363.5","-10.5(-0.76%)","-0.76","403,274","-1.63","2.70","79.81","0.60","21.14","0.63","62.60"
"1861","熊谷組","東P","1786","+25.0(+1.42%)","1.42","2,615,440","0.61","8.80","47.73","0.29","26.82","1.53","82.00"
"1866","北野建設","東S","1512","-25.0(-1.63%)","-1.63","5,619","-0.98","3.65","34.88","0.27","37.79","0.58","55.87"
"1867","植木組","東S","2850","+9.0(+0.32%)","0.32","5,130","-0.23","1.78","84.71","0.19","22.83","0.46","54.13"
"1869","名工建設","名M","1757","-1.0(-0.06%)","-0.06","3,534","1.48","4.78","52.39","0.11","15.57","1.53","70.09"
"186A","アストロスケールＨＬＤＧ","東G","993","+37.0(+3.87%)","3.87","4,159,203","4.46","26.85","89.87","0.79","61.68","1.54","71.52"
"1870","矢作建設工業","東P","2393","-9.0(-0.37%)","-0.37","135,328","-1.31","0.15","104.53","0.43","21.47","0.07","52.20"
"1871","ピーエス・コンストラクション","東P","3175","+5.0(+0.16%)","0.16","142,740","-0.25","5.72","182.22","0.49","34.55","1.20","77.37"
"1873","日本ハウスＨＬＤＧ","東P","321","-1.0(-0.31%)","-0.31","11,193","-0.25","-0.17","13.03","0.32","12.19","-0.29","50.00"
"1878","大東建託","東P","3063.0","-24.0(-0.78%)","-0.78","2,513,956","-0.49","1.17","7.68","0.57","19.48","0.80","58.12"
"1879","新日本建設","東P","2034","-17.0(-0.83%)","-0.83","61,781","-1.85","-1.11","55.15","0.38","22.40","-0.59","48.83"
"1882","東亜道路工業","東P","1773","-1.0(-0.06%)","-0.06","303,283","-0.78","1.71","42.98","0.41","17.17","0.68","62.67"
"1885","東亜建設工業","東P","3215","+15.0(+0.47%)","0.47","921,311","-1.05","5.07","201.31","0.62","51.98","0.60","57.31"
"1887","日本国土開発","東P","635","+1.0(+0.16%)","0.16","186,977","-1.21","9.47","46.99","0.54","33.56","1.07","75.46"
"1888","若築建設","東P","4735","-5.0(-0.11%)","-0.11","76,229","-1.48","0.27","40.30","0.42","31.02","0.06","49.73"
"188A","ＧＸ　インド・トップ１０＋","東ETF","955.0","-6.0(-0.62%)","-0.62","33,279","-1.34","-4.55","17.03","1.09","14.36","-2.52","14.63"
"1892","徳倉建設","名M","6920","+0.0(+0.00%)","0.00","692","2.85","4.37","49.95","1.00","30.57","1.51","53.85"
"1893","五洋建設","東P","1673.0","-2.5(-0.15%)","-0.15","1,396,386","-0.41","2.70","168.54","0.51","37.54","0.56","58.81"
"1897","金下建設","東S","3140","+10.0(+0.32%)","0.32","941","1.29","4.67","22.56","0.23","22.26","1.67","50.00"
"1898","世紀東急工業","東P","1669","-12.0(-0.71%)","-0.71","122,591","-1.55","0.18","28.58","0.34","15.22","0.10","50.97"
"1899","福田組","東P","7980","+0.0(+0.00%)","0.00","209,150","-1.02","0.80","82.40","0.98","27.17","0.29","61.19"
"189A","Ｄ＆Ｍカンパニー","東G","952","+11.0(+1.17%)","1.17","95","0.36","0.06","37.57","0.08","22.07","0.05","51.65"
"1904","大成温調","東S","4690","-55.0(-1.16%)","-1.16","51,962","-1.24","0.76","50.32","1.04","12.15","0.31","61.11"
"1905","テノックス","東S","1387","+8.0(+0.58%)","0.58","689","-0.42","0.16","44.03","0.08","25.04","0.09","40.94"
"1909","日本ドライケミカル","東S","10950","+50.0(+0.46%)","0.46","156,736","2.66","11.73","256.68","0.31","36.51","1.74","82.61"
"190A","Ｃｈｏｒｄｉａ　Ｔｈｅｒａｐｅ","東G","130","+2.0(+1.56%)","1.56","61,812","1.40","12.34","32.65","0.36","46.36","1.50","68.52"
"1911","住友林業","東P","1651.0","+0.5(+0.03%)","0.03","1,755,228","-1.05","0.67","17.68","0.48","33.32","0.18","53.05"
"1914","日本基礎技術","東S","681","-1.0(-0.15%)","-0.15","3,950","-0.41","1.33","24.50","0.42","14.14","0.52","50.94"
"1921","巴コーポレーション","東S","2266","-7.0(-0.31%)","-0.31","31,969","-0.54","7.38","142.35","0.57","33.54","1.33","78.59"
"1925","大和ハウス工業","東P","5296.0","+11.0(+0.21%)","0.21","4,054,792","-0.73","0.04","15.66","0.37","17.56","0.02","47.20"
"1926","ライト工業","東P","3575","-20.0(-0.56%)","-0.56","675,962","-1.22","2.39","66.98","1.09","19.91","0.87","65.85"
"1928","積水ハウス","東P","3519.0","-1.0(-0.03%)","-0.03","17,859,850","-0.97","-0.10","21.09","0.94","17.35","-0.06","49.43"
"1929","日特建設","東P","1327","-8.0(-0.60%)","-0.60","57,218","-1.70","0.09","45.98","0.37","17.63","0.03","47.43"
"192A","インテグループ","東G","1987","+1.0(+0.05%)","0.05","2,989","0.17","-1.13","3.11","0.38","14.15","-0.85","48.24"
"1930","北陸電気工事","東P","1595","+55.0(+3.57%)","3.57","126,456","1.90","4.60","63.42","0.78","29.90","1.64","60.90"
"1934","ユアテック","東P","2949","-11.0(-0.37%)","-0.37","257,200","-0.59","2.92","107.24","0.58","29.96","0.93","58.97"
"1938","日本リーテック","東P","2228","-10.0(-0.45%)","-0.45","59,151","-2.38","-3.48","77.53","0.36","28.02","-1.47","36.59"
"1939","四電工","東P","1716","-4.0(-0.23%)","-0.23","172,760","0.02","6.48","59.48","0.55","20.13","1.37","75.84"
"1941","中電工","東P","4615","-40.0(-0.86%)","-0.86","257,481","-1.52","0.54","60.13","0.70","21.25","0.25","53.38"
"1942","関電工","東P","5525.0","-35.0(-0.63%)","-0.63","3,907,701","-2.51","2.13","154.49","0.39","38.12","0.36","50.93"
"1944","きんでん","東P","7495.0","-47.0(-0.62%)","-0.62","1,955,979","-0.98","4.07","155.50","0.43","43.59","0.93","64.12"
"1945","東京エネシス","東P","1862","-14.0(-0.75%)","-0.75","231,530","-2.81","-2.23","103.50","0.60","35.49","-0.58","36.97"
"1946","トーエネック","東P","2151","-4.0(-0.19%)","-0.19","272,102","-1.62","5.89","170.23","0.44","52.09","1.00","67.60"
"1948","弘電社","東S","6410","-70.0(-1.08%)","-1.08","617,864","-2.79","16.31","300.62","0.35","55.58","1.37","72.83"
"194A","ＷＯＬＶＥＳ　ＨＡＮＤ","東G","2074","+32.0(+1.57%)","1.57","148,913","6.49","10.15","274.37","0.98","87.00","2.71","59.77"
"1950","日本電設工業","東P","3550","-55.0(-1.53%)","-1.53","309,505","-2.07","3.31","97.22","1.12","26.43","0.63","62.75"
"1951","エクシオグループ","東P","2651.0","-39.5(-1.47%)","-1.47","1,620,112","-1.95","0.04","76.50","1.30","20.48","0.01","48.33"
"1952","新日本空調","東P","3470","+25.0(+0.73%)","0.73","188,109","-0.97","4.73","139.15","0.56","32.62","1.22","64.29"
"1959","クラフティア","東P","8270.0","-71.0(-0.85%)","-0.85","1,395,969","-1.36","2.73","96.48","1.14","29.72","0.69","59.46"
